"age","workclass","educatoin","education_num","marital_status","occupation","race","sex","hours_per_week","income"
19,"Private","Some-college",10,"Single","White-Collar","White","Female",20,"<=50K"
41,"Private","11th",7,"Married","Blue-Collar","White","Male",40,"<=50K"
22,"Private","10th",6,"Single","Blue-Collar","White","Male",25,"<=50K"
23,"Private","HS-grad",9,"Single","Service","White","Female",40,"<=50K"
36,"Private","Masters",14,"Married","White-Collar","Asian-Pac-Islander","Male",40,">50K"
27,"Other/Unknown","Some-college",10,"Divorced","Other/Unknown","White","Female",25,"<=50K"
45,"Private","Assoc-voc",11,"Married","Blue-Collar","White","Male",40,"<=50K"
23,"Self-Employed","HS-grad",9,"Single","Blue-Collar","White","Male",25,"<=50K"
21,"Private","11th",7,"Single","Service","Black","Female",40,"<=50K"
44,"Private","Masters",14,"Married","White-Collar","White","Male",40,">50K"
29,"Private","Bachelors",13,"Married","Sales","White","Male",40,">50K"
36,"Self-Employed","Assoc-voc",11,"Married","Service","White","Male",60,"<=50K"
18,"Private","9th",5,"Single","Blue-Collar","White","Male",40,"<=50K"
62,"Self-Employed","12th",8,"Married","Blue-Collar","White","Male",40,">50K"
25,"Government","Some-college",10,"Single","White-Collar","Black","Male",40,"<=50K"
34,"Private","Assoc-acdm",12,"Divorced","White-Collar","White","Female",45,"<=50K"
31,"Private","Bachelors",13,"Single","White-Collar","White","Female",50,">50K"
37,"Private","Bachelors",13,"Married","White-Collar","White","Male",40,">50K"
33,"Private","Bachelors",13,"Married","Blue-Collar","White","Male",40,"<=50K"
22,"Other/Unknown","Some-college",10,"Single","Other/Unknown","White","Female",30,"<=50K"
28,"Private","Assoc-acdm",12,"Married","Sales","White","Male",30,"<=50K"
22,"Other/Unknown","Some-college",10,"Separated","Other/Unknown","White","Male",25,"<=50K"
47,"Private","HS-grad",9,"Married","Service","White","Male",40,">50K"
67,"Other/Unknown","11th",7,"Married","Other/Unknown","White","Male",3,"<=50K"
20,"Other/Unknown","10th",6,"Single","Other/Unknown","White","Male",40,"<=50K"
34,"Private","Bachelors",13,"Married","White-Collar","White","Male",70,"<=50K"
26,"Private","Prof-school",15,"Married","Professional","White","Male",60,">50K"
36,"Private","Some-college",10,"Married","Blue-Collar","White","Male",44,">50K"
28,"Private","HS-grad",9,"Single","Blue-Collar","White","Male",40,"<=50K"
22,"Private","HS-grad",9,"Single","Blue-Collar","Black","Male",40,"<=50K"
47,"Private","Some-college",10,"Separated","Service","Black","Female",35,"<=50K"
33,"Private","Assoc-voc",11,"Single","White-Collar","White","Male",45,"<=50K"
34,"Self-Employed","Masters",14,"Separated","Professional","White","Female",40,">50K"
25,"Private","HS-grad",9,"Single","Blue-Collar","White","Male",40,"<=50K"
37,"Private","9th",5,"Married","Blue-Collar","White","Male",50,"<=50K"
36,"Government","HS-grad",9,"Married","Service","White","Male",40,"<=50K"
61,"Government","Bachelors",13,"Separated","Professional","White","Male",30,"<=50K"
74,"Other/Unknown","9th",5,"Married","Other/Unknown","White","Male",40,"<=50K"
57,"Private","Some-college",10,"Married","Blue-Collar","White","Male",40,"<=50K"
55,"Private","Doctorate",16,"Single","Professional","White","Male",40,"<=50K"
20,"Private","HS-grad",9,"Divorced","Sales","Black","Female",40,"<=50K"
43,"Private","HS-grad",9,"Single","Sales","Black","Female",44,"<=50K"
54,"Private","HS-grad",9,"Married","Blue-Collar","White","Male",40,">50K"
25,"Private","Some-college",10,"Separated","White-Collar","White","Female",40,"<=50K"
42,"Private","Some-college",10,"Divorced","White-Collar","White","Male",40,"<=50K"
23,"Other/Unknown","Some-college",10,"Single","Other/Unknown","White","Female",35,"<=50K"
17,"Private","11th",7,"Single","Blue-Collar","White","Male",10,"<=50K"
39,"Other/Unknown","HS-grad",9,"Single","Other/Unknown","White","Male",40,"<=50K"
63,"Private","7th-8th",4,"Married","Service","Amer-Indian-Eskimo","Female",40,"<=50K"
19,"Private","Some-college",10,"Single","White-Collar","White","Female",30,"<=50K"
56,"Self-Employed","Bachelors",13,"Married","Sales","White","Male",50,">50K"
33,"Self-Employed","Bachelors",13,"Married","Sales","White","Male",45,">50K"
37,"Private","Bachelors",13,"Married","Blue-Collar","White","Male",50,"<=50K"
27,"Private","7th-8th",4,"Married","Blue-Collar","White","Male",45,"<=50K"
36,"Government","Bachelors",13,"Married","White-Collar","White","Male",40,"<=50K"
30,"Self-Employed","HS-grad",9,"Married","White-Collar","White","Male",65,">50K"
22,"Private","Bachelors",13,"Single","Professional","White","Male",55,"<=50K"
35,"Private","Some-college",10,"Married","Blue-Collar","White","Male",40,"<=50K"
20,"Private","HS-grad",9,"Single","Blue-Collar","White","Male",45,"<=50K"
18,"Private","Some-college",10,"Single","Sales","White","Female",40,"<=50K"
25,"Private","12th",8,"Single","Blue-Collar","White","Male",40,"<=50K"
53,"Private","Masters",14,"Single","Professional","White","Female",54,">50K"
21,"Other/Unknown","Some-college",10,"Single","Other/Unknown","White","Female",40,"<=50K"
19,"Private","HS-grad",9,"Single","Sales","White","Female",35,"<=50K"
34,"Private","HS-grad",9,"Divorced","Blue-Collar","White","Male",30,"<=50K"
32,"Government","Some-college",10,"Single","White-Collar","Black","Female",40,"<=50K"
20,"Private","Some-college",10,"Single","Blue-Collar","Amer-Indian-Eskimo","Male",40,"<=50K"
70,"Private","7th-8th",4,"Married","Service","White","Male",25,"<=50K"
57,"Private","Bachelors",13,"Married","White-Collar","White","Male",40,">50K"
54,"Private","Some-college",10,"Married","Sales","White","Male",50,"<=50K"
34,"Private","Assoc-voc",11,"Married","Blue-Collar","White","Male",40,"<=50K"
48,"Private","Some-college",10,"Married","White-Collar","White","Male",40,">50K"
42,"Private","11th",7,"Married","Service","White","Female",40,"<=50K"
45,"Private","HS-grad",9,"Single","White-Collar","White","Male",40,"<=50K"
27,"Private","Some-college",10,"Single","Service","White","Male",40,"<=50K"
51,"Private","10th",6,"Married","Service","White","Male",40,"<=50K"
36,"Government","Some-college",10,"Divorced","White-Collar","White","Female",65,"<=50K"
33,"Private","Some-college",10,"Single","White-Collar","Asian-Pac-Islander","Male",40,"<=50K"
50,"Private","Some-college",10,"Single","Blue-Collar","White","Male",40,"<=50K"
44,"Private","Bachelors",13,"Divorced","White-Collar","White","Male",50,">50K"
39,"Government","Masters",14,"Married","Professional","White","Male",40,">50K"
55,"Self-Employed","9th",5,"Married","Blue-Collar","White","Male",25,"<=50K"
24,"Private","Some-college",10,"Single","White-Collar","White","Female",40,"<=50K"
35,"Private","HS-grad",9,"Single","Sales","White","Male",40,"<=50K"
32,"Self-Employed","12th",8,"Married","Blue-Collar","White","Male",40,"<=50K"
66,"Other/Unknown","Bachelors",13,"Married","Other/Unknown","White","Male",40,">50K"
68,"Private","HS-grad",9,"Widowed","White-Collar","White","Female",30,"<=50K"
29,"Private","11th",7,"Married","Blue-Collar","White","Male",60,"<=50K"
24,"Self-Employed","Bachelors",13,"Single","Sales","White","Male",40,"<=50K"
61,"Private","9th",5,"Married","Blue-Collar","White","Male",40,"<=50K"
34,"Private","HS-grad",9,"Married","Blue-Collar","White","Male",44,">50K"
55,"Self-Employed","Prof-school",15,"Married","Professional","White","Male",35,">50K"
20,"Other/Unknown","Some-college",10,"Single","Other/Unknown","White","Male",36,"<=50K"
41,"Private","HS-grad",9,"Single","Sales","White","Female",40,"<=50K"
36,"Self-Employed","HS-grad",9,"Married","Blue-Collar","White","Male",84,"<=50K"
60,"Private","HS-grad",9,"Married","Blue-Collar","White","Male",40,">50K"
61,"Self-Employed","HS-grad",9,"Married","Blue-Collar","White","Male",52,">50K"
35,"Private","Prof-school",15,"Married","Sales","Asian-Pac-Islander","Male",35,"<=50K"
42,"Government","Bachelors",13,"Married","White-Collar","White","Male",50,">50K"
26,"Private","Bachelors",13,"Single","Service","White","Male",40,"<=50K"
44,"Government","Some-college",10,"Single","Service","Black","Female",40,"<=50K"
31,"Government","Masters",14,"Single","White-Collar","White","Male",25,"<=50K"
39,"Government","HS-grad",9,"Single","Service","Black","Male",40,"<=50K"
20,"Private","Some-college",10,"Single","Service","White","Female",24,"<=50K"
32,"Self-Employed","Some-college",10,"Married","Blue-Collar","White","Male",40,"<=50K"
32,"Self-Employed","HS-grad",9,"Married","Sales","White","Male",40,"<=50K"
61,"Private","9th",5,"Married","Blue-Collar","Black","Male",20,"<=50K"
54,"Government","Some-college",10,"Divorced","White-Collar","White","Female",40,"<=50K"
23,"Private","Assoc-acdm",12,"Single","Blue-Collar","White","Male",40,"<=50K"
19,"Private","HS-grad",9,"Single","Sales","White","Male",3,"<=50K"
31,"Private","Some-college",10,"Married","Professional","Amer-Indian-Eskimo","Male",40,"<=50K"
35,"Private","5th-6th",3,"Married","Blue-Collar","White","Male",40,"<=50K"
29,"Private","HS-grad",9,"Divorced","Service","White","Female",25,"<=50K"
29,"Government","HS-grad",9,"Single","Service","Black","Female",40,"<=50K"
25,"Private","10th",6,"Separated","Service","White","Female",25,"<=50K"
46,"Private","Bachelors",13,"Divorced","Sales","White","Female",40,"<=50K"
35,"Private","Assoc-voc",11,"Single","Service","White","Female",30,"<=50K"
20,"Private","10th",6,"Single","Sales","Other","Male",40,"<=50K"
24,"Self-Employed","HS-grad",9,"Married","White-Collar","White","Female",40,"<=50K"
48,"Private","HS-grad",9,"Divorced","White-Collar","White","Female",37,"<=50K"
37,"Private","HS-grad",9,"Divorced","Blue-Collar","White","Female",40,"<=50K"
60,"Self-Employed","HS-grad",9,"Married","Sales","White","Male",40,"<=50K"
39,"Private","HS-grad",9,"Married","Blue-Collar","White","Male",40,"<=50K"
29,"Government","Some-college",10,"Separated","White-Collar","White","Female",38,"<=50K"
31,"Self-Employed","Assoc-voc",11,"Divorced","Blue-Collar","White","Male",20,"<=50K"
38,"Private","Assoc-voc",11,"Married","Blue-Collar","White","Male",40,">50K"
26,"Self-Employed","Assoc-acdm",12,"Single","Blue-Collar","White","Male",40,"<=50K"
64,"Private","Bachelors",13,"Married","White-Collar","White","Male",40,">50K"
46,"Private","Assoc-voc",11,"Divorced","Service","Black","Male",40,"<=50K"
69,"Other/Unknown","HS-grad",9,"Married","Other/Unknown","White","Male",8,"<=50K"
39,"Private","HS-grad",9,"Married","Sales","White","Male",44,">50K"
48,"Private","HS-grad",9,"Divorced","Blue-Collar","White","Female",55,"<=50K"
46,"Private","HS-grad",9,"Divorced","Sales","White","Female",40,"<=50K"
42,"Private","Bachelors",13,"Divorced","Sales","White","Male",40,"<=50K"
39,"Self-Employed","HS-grad",9,"Married","Sales","Black","Female",54,">50K"
50,"Government","Masters",14,"Married","Service","White","Male",40,">50K"
24,"Private","Bachelors",13,"Single","Professional","White","Female",40,"<=50K"
30,"Private","Assoc-voc",11,"Married","Service","White","Female",40,">50K"
39,"Self-Employed","Bachelors",13,"Married","Sales","White","Male",60,">50K"
29,"Self-Employed","HS-grad",9,"Married","Blue-Collar","White","Male",40,"<=50K"
23,"Private","11th",7,"Single","Blue-Collar","White","Female",38,"<=50K"
21,"Other/Unknown","Assoc-voc",11,"Single","Other/Unknown","White","Male",40,"<=50K"
32,"Private","10th",6,"Separated","Blue-Collar","White","Male",40,"<=50K"
69,"Self-Employed","Bachelors",13,"Married","Blue-Collar","White","Male",30,"<=50K"
55,"Private","HS-grad",9,"Separated","Blue-Collar","White","Male",40,"<=50K"
41,"Private","Some-college",10,"Married","Sales","White","Male",50,"<=50K"
44,"Self-Employed","Bachelors",13,"Married","White-Collar","White","Male",52,">50K"
18,"Private","11th",7,"Single","White-Collar","White","Male",40,"<=50K"
74,"Self-Employed","Bachelors",13,"Married","White-Collar","White","Male",10,"<=50K"
40,"Private","Doctorate",16,"Married","Professional","White","Male",40,">50K"
27,"Private","HS-grad",9,"Married","Blue-Collar","White","Male",40,"<=50K"
75,"Other/Unknown","9th",5,"Married","Other/Unknown","Black","Male",5,"<=50K"
55,"Private","HS-grad",9,"Divorced","White-Collar","White","Female",40,"<=50K"
52,"Self-Employed","7th-8th",4,"Married","Blue-Collar","Amer-Indian-Eskimo","Male",40,"<=50K"
54,"Private","Some-college",10,"Divorced","Sales","White","Female",48,"<=50K"
36,"Private","HS-grad",9,"Divorced","Blue-Collar","White","Male",48,"<=50K"
76,"Other/Unknown","Some-college",10,"Married","Other/Unknown","White","Male",8,"<=50K"
26,"Private","HS-grad",9,"Single","Blue-Collar","White","Female",40,"<=50K"
18,"Private","11th",7,"Single","Blue-Collar","White","Male",20,"<=50K"
38,"Private","HS-grad",9,"Divorced","White-Collar","White","Male",50,"<=50K"
50,"Private","Bachelors",13,"Married","Blue-Collar","White","Male",40,">50K"
19,"Other/Unknown","Some-college",10,"Single","Other/Unknown","White","Female",25,"<=50K"
32,"Private","Some-college",10,"Married","White-Collar","White","Male",60,">50K"
57,"Private","Bachelors",13,"Married","Sales","White","Male",40,">50K"
20,"Private","HS-grad",9,"Single","Service","Black","Male",40,"<=50K"
27,"Private","Some-college",10,"Single","White-Collar","White","Female",40,"<=50K"
31,"Self-Employed","Bachelors",13,"Married","White-Collar","White","Male",60,"<=50K"
60,"Private","5th-6th",3,"Divorced","Blue-Collar","White","Female",40,"<=50K"
52,"Private","HS-grad",9,"Divorced","Blue-Collar","White","Female",50,"<=50K"
61,"Private","7th-8th",4,"Married","Blue-Collar","White","Male",40,"<=50K"
57,"Self-Employed","HS-grad",9,"Widowed","Blue-Collar","White","Male",55,">50K"
19,"Other/Unknown","Some-college",10,"Single","Other/Unknown","White","Male",40,"<=50K"
59,"Self-Employed","Prof-school",15,"Married","Sales","White","Male",25,"<=50K"
34,"Self-Employed","HS-grad",9,"Single","Blue-Collar","White","Male",45,">50K"
31,"Private","Assoc-acdm",12,"Married","Blue-Collar","Asian-Pac-Islander","Male",50,">50K"
42,"Private","HS-grad",9,"Divorced","Service","Black","Male",35,"<=50K"
70,"Private","Some-college",10,"Single","White-Collar","White","Female",6,"<=50K"
47,"Private","Bachelors",13,"Married","White-Collar","Asian-Pac-Islander","Male",40,">50K"
47,"Other/Unknown","HS-grad",9,"Married","Other/Unknown","White","Male",40,"<=50K"
29,"Private","Some-college",10,"Married","Blue-Collar","White","Male",45,">50K"
27,"Private","11th",7,"Single","Blue-Collar","Black","Male",40,"<=50K"
25,"Private","12th",8,"Married","Service","White","Female",40,"<=50K"
51,"Private","Bachelors",13,"Married","White-Collar","White","Male",60,">50K"
28,"Private","HS-grad",9,"Single","Service","Black","Female",40,"<=50K"
35,"Private","Bachelors",13,"Married","Blue-Collar","White","Male",40,"<=50K"
36,"Self-Employed","Some-college",10,"Married","Blue-Collar","White","Male",60,">50K"
54,"Other/Unknown","Masters",14,"Single","Other/Unknown","White","Female",40,"<=50K"
46,"Private","Assoc-voc",11,"Married","Blue-Collar","White","Male",40,"<=50K"
52,"Private","Assoc-voc",11,"Separated","Service","White","Female",35,"<=50K"
65,"Private","7th-8th",4,"Married","Blue-Collar","White","Male",40,"<=50K"
43,"Private","Assoc-voc",11,"Divorced","Blue-Collar","White","Male",40,"<=50K"
41,"Government","HS-grad",9,"Divorced","Professional","Asian-Pac-Islander","Female",40,"<=50K"
34,"Private","Bachelors",13,"Single","White-Collar","White","Female",45,"<=50K"
47,"Self-Employed","Bachelors",13,"Married","White-Collar","White","Male",30,"<=50K"
49,"Government","Masters",14,"Single","White-Collar","White","Male",56,">50K"
21,"Private","Some-college",10,"Single","Service","White","Female",25,"<=50K"
20,"Private","Some-college",10,"Single","Service","White","Female",25,"<=50K"
18,"Government","12th",8,"Single","Service","White","Male",40,"<=50K"
27,"Private","Some-college",10,"Single","Sales","Black","Male",40,"<=50K"
34,"Self-Employed","HS-grad",9,"Married","Blue-Collar","White","Male",50,"<=50K"
38,"Private","Some-college",10,"Divorced","White-Collar","White","Female",40,"<=50K"
24,"Private","HS-grad",9,"Single","White-Collar","White","Male",40,"<=50K"
34,"Private","Some-college",10,"Single","Sales","White","Male",65,"<=50K"
47,"Private","HS-grad",9,"Married","Blue-Collar","White","Male",50,">50K"
27,"Government","HS-grad",9,"Separated","White-Collar","Black","Female",40,"<=50K"
63,"Private","Assoc-voc",11,"Widowed","White-Collar","White","Female",8,"<=50K"
34,"Private","Some-college",10,"Married","White-Collar","Black","Male",40,">50K"
25,"Private","Some-college",10,"Married","Sales","White","Male",50,"<=50K"
54,"Private","HS-grad",9,"Widowed","Blue-Collar","White","Male",40,"<=50K"
19,"Other/Unknown","Some-college",10,"Single","Other/Unknown","White","Female",35,"<=50K"
35,"Private","HS-grad",9,"Divorced","Sales","White","Female",50,"<=50K"
24,"Private","Some-college",10,"Married","Blue-Collar","White","Male",70,">50K"
26,"Private","Some-college",10,"Single","White-Collar","Asian-Pac-Islander","Female",35,"<=50K"
59,"Government","Assoc-voc",11,"Divorced","White-Collar","White","Female",40,"<=50K"
43,"Private","Doctorate",16,"Married","Professional","White","Female",40,"<=50K"
20,"Private","Some-college",10,"Single","Service","White","Female",40,"<=50K"
41,"Private","HS-grad",9,"Married","Blue-Collar","White","Male",40,"<=50K"
51,"Private","Some-college",10,"Married","Sales","White","Male",40,"<=50K"
27,"Private","HS-grad",9,"Single","White-Collar","Other","Female",40,"<=50K"
36,"Private","HS-grad",9,"Married","White-Collar","White","Male",40,"<=50K"
25,"Private","Some-college",10,"Single","Blue-Collar","White","Male",60,"<=50K"
55,"Private","Bachelors",13,"Married","Sales","White","Male",50,">50K"
22,"Government","Some-college",10,"Single","Professional","White","Female",21,"<=50K"
58,"Government","Doctorate",16,"Married","Professional","Asian-Pac-Islander","Male",40,"<=50K"
43,"Private","Some-college",10,"Married","White-Collar","White","Female",15,"<=50K"
39,"Private","Assoc-voc",11,"Married","White-Collar","White","Female",20,">50K"
40,"Private","9th",5,"Single","Blue-Collar","Black","Female",40,"<=50K"
46,"Private","HS-grad",9,"Divorced","White-Collar","White","Male",45,"<=50K"
54,"Government","HS-grad",9,"Single","White-Collar","White","Female",20,"<=50K"
19,"Private","Some-college",10,"Single","Sales","Black","Male",30,"<=50K"
24,"Private","HS-grad",9,"Married","White-Collar","White","Male",40,"<=50K"
53,"Other/Unknown","HS-grad",9,"Married","Other/Unknown","White","Male",40,"<=50K"
24,"Government","Masters",14,"Single","Professional","White","Male",13,"<=50K"
29,"Self-Employed","HS-grad",9,"Single","Blue-Collar","White","Male",65,"<=50K"
56,"Self-Employed","Some-college",10,"Married","White-Collar","White","Male",50,">50K"
54,"Other/Unknown","HS-grad",9,"Married","Other/Unknown","White","Male",40,">50K"
21,"Other/Unknown","Some-college",10,"Single","Other/Unknown","White","Female",30,"<=50K"
34,"Private","9th",5,"Separated","Blue-Collar","White","Male",40,"<=50K"
56,"Private","11th",7,"Divorced","Blue-Collar","White","Female",40,"<=50K"
34,"Private","Bachelors",13,"Married","Professional","White","Male",50,">50K"
19,"Private","10th",6,"Single","Sales","Black","Female",40,"<=50K"
32,"Self-Employed","HS-grad",9,"Married","Sales","White","Male",65,">50K"
48,"Private","HS-grad",9,"Divorced","White-Collar","White","Female",52,"<=50K"
67,"Other/Unknown","Masters",14,"Married","Other/Unknown","Black","Male",40,">50K"
47,"Private","HS-grad",9,"Married","Blue-Collar","White","Male",25,"<=50K"
52,"Private","HS-grad",9,"Married","Blue-Collar","White","Male",60,">50K"
40,"Private","1st-4th",2,"Married","Blue-Collar","White","Female",40,"<=50K"
28,"Private","10th",6,"Married","Blue-Collar","White","Male",50,"<=50K"
41,"Private","Bachelors",13,"Married","White-Collar","White","Male",50,">50K"
57,"Private","1st-4th",2,"Divorced","Blue-Collar","White","Male",40,"<=50K"
51,"Private","HS-grad",9,"Divorced","White-Collar","White","Female",40,"<=50K"
26,"Other/Unknown","11th",7,"Single","Other/Unknown","White","Female",35,"<=50K"
36,"Private","Bachelors",13,"Married","Professional","Asian-Pac-Islander","Male",45,"<=50K"
33,"Private","Some-college",10,"Married","White-Collar","White","Male",50,">50K"
46,"Private","Bachelors",13,"Married","Blue-Collar","White","Male",45,">50K"
50,"Private","HS-grad",9,"Divorced","White-Collar","Asian-Pac-Islander","Female",40,"<=50K"
33,"Private","Some-college",10,"Married","Blue-Collar","White","Male",40,"<=50K"
77,"Self-Employed","HS-grad",9,"Single","Blue-Collar","White","Male",20,"<=50K"
39,"Private","Masters",14,"Single","White-Collar","Black","Male",52,">50K"
67,"Other/Unknown","HS-grad",9,"Widowed","Other/Unknown","White","Male",3,"<=50K"
35,"Private","Assoc-acdm",12,"Divorced","Blue-Collar","White","Female",24,"<=50K"
23,"Private","10th",6,"Single","Blue-Collar","Black","Female",40,"<=50K"
37,"Private","Assoc-voc",11,"Divorced","Professional","White","Female",45,">50K"
41,"Private","HS-grad",9,"Married","Blue-Collar","White","Male",50,">50K"
60,"Private","Assoc-acdm",12,"Married","White-Collar","White","Male",35,">50K"
32,"Private","Bachelors",13,"Single","White-Collar","White","Male",55,"<=50K"
56,"Government","HS-grad",9,"Married","Blue-Collar","Amer-Indian-Eskimo","Male",40,"<=50K"
45,"Government","Assoc-voc",11,"Divorced","Service","White","Female",40,"<=50K"
24,"Private","HS-grad",9,"Divorced","White-Collar","White","Female",45,">50K"
18,"Private","10th",6,"Single","Blue-Collar","White","Male",27,"<=50K"
31,"Private","HS-grad",9,"Married","Service","Other","Male",40,"<=50K"
21,"Other/Unknown","Some-college",10,"Single","Other/Unknown","White","Male",50,"<=50K"
45,"Private","Bachelors",13,"Married","White-Collar","White","Male",55,">50K"
23,"Private","Some-college",10,"Single","Service","White","Female",40,"<=50K"
45,"Government","Some-college",10,"Married","White-Collar","White","Male",40,"<=50K"
18,"Private","11th",7,"Single","Sales","Amer-Indian-Eskimo","Female",25,"<=50K"
25,"Private","HS-grad",9,"Married","Blue-Collar","Black","Male",30,"<=50K"
31,"Government","HS-grad",9,"Married","Sales","White","Male",40,"<=50K"
19,"Private","HS-grad",9,"Single","Blue-Collar","White","Male",45,"<=50K"
41,"Private","Bachelors",13,"Married","White-Collar","White","Male",40,">50K"
74,"Private","Prof-school",15,"Widowed","White-Collar","Black","Female",20,"<=50K"
27,"Private","5th-6th",3,"Single","Blue-Collar","White","Male",40,"<=50K"
23,"Private","HS-grad",9,"Single","White-Collar","White","Female",40,"<=50K"
31,"Private","Assoc-voc",11,"Married","Sales","White","Male",40,">50K"
40,"Self-Employed","HS-grad",9,"Married","Blue-Collar","White","Male",40,"<=50K"
41,"Government","HS-grad",9,"Married","Blue-Collar","White","Male",40,">50K"
25,"Private","Masters",14,"Single","Sales","White","Male",20,"<=50K"
42,"Private","HS-grad",9,"Married","Blue-Collar","Amer-Indian-Eskimo","Male",60,"<=50K"
24,"Private","Bachelors",13,"Single","Blue-Collar","White","Female",40,"<=50K"
42,"Private","Assoc-acdm",12,"Married","Blue-Collar","White","Male",50,">50K"
45,"Self-Employed","10th",6,"Married","Blue-Collar","White","Male",70,"<=50K"
52,"Government","HS-grad",9,"Married","White-Collar","White","Male",40,">50K"
34,"Private","Assoc-voc",11,"Divorced","Blue-Collar","White","Male",40,"<=50K"
32,"Private","HS-grad",9,"Single","Blue-Collar","White","Male",60,"<=50K"
54,"Private","HS-grad",9,"Married","Blue-Collar","White","Male",45,"<=50K"
42,"Government","11th",7,"Single","Service","White","Male",40,"<=50K"
32,"Private","Bachelors",13,"Married","Service","White","Male",40,">50K"
40,"Other/Unknown","Some-college",10,"Married","Other/Unknown","White","Female",20,"<=50K"
55,"Self-Employed","Bachelors",13,"Married","Sales","White","Male",60,">50K"
66,"Other/Unknown","11th",7,"Single","Other/Unknown","White","Male",30,"<=50K"
52,"Government","Masters",14,"Married","Professional","White","Male",40,"<=50K"
21,"Government","Some-college",10,"Single","White-Collar","White","Female",15,"<=50K"
33,"Private","Bachelors",13,"Married","White-Collar","White","Female",40,">50K"
52,"Other/Unknown","Assoc-voc",11,"Married","Other/Unknown","White","Male",50,">50K"
28,"Private","5th-6th",3,"Single","Blue-Collar","White","Female",40,"<=50K"
27,"Self-Employed","11th",7,"Married","Blue-Collar","White","Male",40,"<=50K"
42,"Government","Bachelors",13,"Divorced","Professional","White","Female",50,"<=50K"
27,"Self-Employed","Some-college",10,"Single","White-Collar","White","Female",45,"<=50K"
47,"Private","Assoc-voc",11,"Married","Blue-Collar","White","Male",40,">50K"
19,"Private","HS-grad",9,"Single","Service","White","Female",40,"<=50K"
46,"Private","Some-college",10,"Married","Blue-Collar","White","Male",40,"<=50K"
55,"Self-Employed","HS-grad",9,"Widowed","Service","White","Female",25,"<=50K"
50,"Private","7th-8th",4,"Married","Sales","Other","Male",49,"<=50K"
32,"Private","Some-college",10,"Single","White-Collar","White","Female",50,"<=50K"
28,"Private","HS-grad",9,"Married","White-Collar","White","Female",40,"<=50K"
23,"Private","HS-grad",9,"Single","White-Collar","Black","Female",40,"<=50K"
43,"Private","Masters",14,"Married","White-Collar","White","Male",50,"<=50K"
34,"Private","Bachelors",13,"Married","Professional","White","Male",40,">50K"
19,"Private","Some-college",10,"Single","White-Collar","Asian-Pac-Islander","Male",40,"<=50K"
37,"Private","Some-college",10,"Married","White-Collar","Asian-Pac-Islander","Male",55,"<=50K"
27,"Private","Bachelors",13,"Single","White-Collar","Asian-Pac-Islander","Female",40,"<=50K"
18,"Private","HS-grad",9,"Single","Sales","White","Female",24,"<=50K"
31,"Private","Some-college",10,"Widowed","White-Collar","White","Female",40,"<=50K"
49,"Private","HS-grad",9,"Married","Blue-Collar","White","Male",50,"<=50K"
26,"Government","Prof-school",15,"Married","Professional","White","Male",60,"<=50K"
48,"Private","HS-grad",9,"Married","Blue-Collar","White","Male",45,">50K"
39,"Private","HS-grad",9,"Married","Blue-Collar","Black","Male",40,"<=50K"
41,"Private","HS-grad",9,"Separated","Blue-Collar","White","Female",40,"<=50K"
48,"Government","Assoc-voc",11,"Divorced","Professional","White","Female",56,">50K"
40,"Private","Bachelors",13,"Divorced","White-Collar","White","Female",40,">50K"
70,"Private","Bachelors",13,"Married","Sales","White","Male",70,">50K"
20,"Private","HS-grad",9,"Single","Blue-Collar","White","Male",43,"<=50K"
38,"Private","5th-6th",3,"Married","Service","White","Male",75,"<=50K"
37,"Self-Employed","Some-college",10,"Separated","Service","White","Female",40,"<=50K"
49,"Private","Some-college",10,"Widowed","White-Collar","White","Female",40,">50K"
51,"Private","HS-grad",9,"Married","Blue-Collar","White","Male",40,">50K"
43,"Private","1st-4th",2,"Single","Sales","White","Male",40,"<=50K"
38,"Private","Prof-school",15,"Single","Professional","White","Male",50,"<=50K"
18,"Other/Unknown","11th",7,"Single","Other/Unknown","White","Male",36,"<=50K"
23,"Private","7th-8th",4,"Single","Service","White","Male",25,"<=50K"
34,"Private","HS-grad",9,"Married","Blue-Collar","White","Male",40,"<=50K"
62,"Other/Unknown","Some-college",10,"Married","Other/Unknown","White","Male",24,"<=50K"
33,"Private","Some-college",10,"Single","White-Collar","White","Male",40,"<=50K"
31,"Private","Some-college",10,"Single","Blue-Collar","White","Female",45,"<=50K"
64,"Private","Some-college",10,"Widowed","Service","White","Female",40,"<=50K"
26,"Government","Bachelors",13,"Married","Professional","White","Male",28,"<=50K"
55,"Private","Some-college",10,"Married","Professional","White","Male",40,"<=50K"
61,"Government","Bachelors",13,"Married","Professional","White","Male",40,"<=50K"
37,"Private","HS-grad",9,"Married","Service","White","Male",40,">50K"
78,"Government","Bachelors",13,"Married","White-Collar","White","Male",15,"<=50K"
27,"Government","Some-college",10,"Single","White-Collar","Black","Female",40,"<=50K"
49,"Private","HS-grad",9,"Divorced","Professional","White","Male",42,"<=50K"
55,"Government","Masters",14,"Married","Professional","White","Male",45,">50K"
42,"Private","Bachelors",13,"Married","Blue-Collar","White","Male",58,"<=50K"
22,"Other/Unknown","HS-grad",9,"Single","Other/Unknown","White","Female",40,"<=50K"
61,"Private","9th",5,"Married","Blue-Collar","White","Male",40,"<=50K"
