"PassengerId","Survived","Pclass","Name","Sex","Age","SibSp","Parch","Fare","Cabin","Embarked","Ticketnumber","Ticketprefix","Pclage"
341,"1","2","Master","male",2,1,1,26,"F","S","2","no_prefix",4
342,"1","1","Miss","female",24,3,2,263,"C","S","1","no_prefix",24
343,"0","2","Mr","male",28,0,0,13,"no_cabin","S","2","no_prefix",56
344,"0","2","Mr","male",25,0,0,13,"no_cabin","S","2","no_prefix",50
345,"0","2","Mr","male",36,0,0,13,"no_cabin","S","2","no_prefix",72
346,"1","2","Miss","female",24,0,0,13,"F","S","2","no_prefix",48
347,"1","2","Miss","female",40,0,0,13,"no_cabin","S","3","no_prefix",80
348,"1","3","Mrs","female",24,1,0,16.1,"no_cabin","S","3","no_prefix",72
349,"1","3","Master","male",3,1,1,15.9,"no_cabin","S","3","CA",9
350,"0","3","Mr","male",42,0,0,8.6625,"no_cabin","S","3","no_prefix",126
351,"0","3","Mr","male",23,0,0,9.225,"no_cabin","S","7","no_prefix",69
352,"0","1","Mr","male",61,0,0,35,"C","S","1","no_prefix",61
353,"0","3","Mr","male",15,1,1,7.2292,"no_cabin","C","2","no_prefix",45
354,"0","3","Mr","male",25,1,0,17.8,"no_cabin","S","3","no_prefix",75
355,"0","3","Mr","male",20,0,0,7.225,"no_cabin","C","2","no_prefix",60
356,"0","3","Mr","male",28,0,0,9.5,"no_cabin","S","3","no_prefix",84
357,"1","1","Miss","female",22,0,1,55,"E","S","1","no_prefix",22
358,"0","2","Miss","female",38,0,0,13,"no_cabin","S","2","no_prefix",76
359,"1","3","Miss","female",23,0,0,7.8792,"no_cabin","Q","3","no_prefix",69
360,"1","3","Miss","female",5,0,0,7.8792,"no_cabin","Q","3","no_prefix",15
361,"0","3","Mr","male",40,1,4,27.9,"no_cabin","S","3","no_prefix",120
362,"0","2","Mr","male",29,1,0,27.7208,"no_cabin","C","2","SCPARIS",58
363,"0","3","Mrs","female",45,0,1,14.4542,"no_cabin","C","2","no_prefix",135
364,"0","3","Mr","male",35,0,0,7.05,"no_cabin","S","3","SOTONOQ",105
365,"0","3","Mr","male",41,1,0,15.5,"no_cabin","Q","3","no_prefix",123
366,"0","3","Mr","male",30,0,0,7.25,"no_cabin","S","7","C",90
367,"1","1","Mrs","female",60,1,0,75.25,"D","C","1","no_prefix",60
368,"1","3","Mrs","female",24,0,0,7.2292,"no_cabin","C","2","no_prefix",72
369,"1","3","Miss","female",22,0,0,7.75,"no_cabin","Q","1","no_prefix",66
370,"1","1","Mme","female",24,0,0,69.3,"B","C","1","PC",24
371,"1","1","Mr","male",25,1,0,55.4417,"E","C","1","no_prefix",25
372,"0","3","Mr","male",18,1,0,6.4958,"no_cabin","S","3","no_prefix",54
373,"0","3","Mr","male",19,0,0,8.05,"no_cabin","S","3","no_prefix",57
374,"0","1","Mr","male",22,0,0,135.6333,"no_cabin","C","1","PC",22
375,"0","3","Miss","female",3,3,1,21.075,"no_cabin","S","3","no_prefix",9
376,"1","1","Mrs","female",28,1,0,82.1708,"no_cabin","C","1","PC",28
377,"1","3","Miss","female",22,0,0,7.25,"no_cabin","S","7","C",66
378,"0","1","Mr","male",27,0,2,211.5,"C","C","1","no_prefix",27
379,"0","3","Mr","male",20,0,0,4.0125,"no_cabin","C","2","no_prefix",60
380,"0","3","Mr","male",19,0,0,7.775,"no_cabin","S","3","no_prefix",57
381,"1","1","Miss","female",42,0,0,227.525,"no_cabin","C","1","PC",42
382,"1","3","Miss","female",1,0,2,15.7417,"no_cabin","C","2","no_prefix",3
383,"0","3","Mr","male",32,0,0,7.925,"no_cabin","S","2","STONO",96
384,"1","1","Mrs","female",35,1,0,52,"no_cabin","S","1","no_prefix",35
385,"0","3","Mr","male",40,0,0,7.8958,"no_cabin","S","3","no_prefix",120
386,"0","2","Mr","male",18,0,0,73.5,"no_cabin","S","1","SOC",36
387,"0","3","Master","male",1,5,2,46.9,"no_cabin","S","2","CA",3
388,"1","2","Miss","female",36,0,0,13,"no_cabin","S","2","no_prefix",72
389,"0","3","Mr","male",35,0,0,7.7292,"no_cabin","Q","3","no_prefix",105
390,"1","2","Miss","female",17,0,0,12,"no_cabin","C","1","SC",34
391,"1","1","Mr","male",36,1,2,120,"B","S","1","no_prefix",36
392,"1","3","Mr","male",21,0,0,7.7958,"no_cabin","S","3","no_prefix",63
393,"0","3","Mr","male",28,2,0,7.925,"no_cabin","S","3","no_prefix",84
394,"1","1","Miss","female",23,1,0,113.275,"D","C","3","no_prefix",23
395,"1","3","Mrs","female",24,0,2,16.7,"G","S","9","PP",72
396,"0","3","Mr","male",22,0,0,7.7958,"no_cabin","S","3","no_prefix",66
397,"0","3","Miss","female",31,0,0,7.8542,"no_cabin","S","3","no_prefix",93
398,"0","2","Mr","male",46,0,0,26,"no_cabin","S","2","no_prefix",92
399,"0","2","Dr","male",23,0,0,10.5,"no_cabin","S","2","no_prefix",46
400,"1","2","Mrs","female",28,0,0,12.65,"no_cabin","S","2","no_prefix",56
401,"1","3","Mr","male",39,0,0,7.925,"no_cabin","S","2","STONO",117
402,"0","3","Mr","male",26,0,0,8.05,"no_cabin","S","3","no_prefix",78
403,"0","3","Miss","female",21,1,0,9.825,"no_cabin","S","4","no_prefix",63
404,"0","3","Mr","male",28,1,0,15.85,"no_cabin","S","2","STONO",84
405,"0","3","Miss","female",20,0,0,8.6625,"no_cabin","S","3","no_prefix",60
406,"0","2","Mr","male",34,1,0,21,"no_cabin","S","2","no_prefix",68
407,"0","3","Mr","male",51,0,0,7.75,"no_cabin","S","3","no_prefix",153
408,"1","2","Master","male",3,1,1,18.75,"no_cabin","S","2","no_prefix",6
409,"0","3","Mr","male",21,0,0,7.775,"no_cabin","S","3","no_prefix",63
410,"0","3","Miss","female",5,3,1,25.4667,"no_cabin","S","4","no_prefix",15
411,"0","3","Mr","male",32,0,0,7.8958,"no_cabin","S","3","no_prefix",96
412,"0","3","Mr","male",25,0,0,6.8583,"no_cabin","Q","3","no_prefix",75
413,"1","1","Miss","female",33,1,0,90,"C","Q","1","no_prefix",33
414,"0","2","Mr","male",38,0,0,0,"no_cabin","S","2","no_prefix",76
415,"1","3","Mr","male",44,0,0,7.925,"no_cabin","S","2","STONO",132
416,"0","3","Mrs","female",41,0,0,8.05,"no_cabin","S","3","no_prefix",123
417,"1","2","Mrs","female",34,1,1,32.5,"no_cabin","S","2","no_prefix",68
418,"1","2","Miss","female",18,0,2,13,"no_cabin","S","2","no_prefix",36
419,"0","2","Mr","male",30,0,0,13,"no_cabin","S","2","no_prefix",60
420,"0","3","Miss","female",10,0,2,24.15,"no_cabin","S","3","no_prefix",30
421,"0","3","Mr","male",19,0,0,7.8958,"no_cabin","C","3","no_prefix",57
422,"0","3","Mr","male",21,0,0,7.7333,"no_cabin","Q","5","A",63
423,"0","3","Mr","male",29,0,0,7.875,"no_cabin","S","3","no_prefix",87
424,"0","3","Mrs","female",28,1,1,14.4,"no_cabin","S","3","no_prefix",84
425,"0","3","Mr","male",18,1,1,20.2125,"no_cabin","S","3","no_prefix",54
426,"0","3","Mr","male",22,0,0,7.25,"no_cabin","S","4","A",66
427,"1","2","Mrs","female",28,1,0,26,"no_cabin","S","2","no_prefix",56
428,"1","2","Miss","female",19,0,0,26,"no_cabin","S","2","no_prefix",38
429,"0","3","Mr","male",40.5,0,0,7.75,"no_cabin","Q","3","no_prefix",121.5
430,"1","3","Mr","male",32,0,0,8.05,"E","S","3","SOTONOQ",96
431,"1","1","Mr","male",28,0,0,26.55,"C","S","1","no_prefix",28
432,"1","3","Mrs","female",24,1,0,16.1,"no_cabin","S","3","no_prefix",72
433,"1","2","Mrs","female",42,1,0,26,"no_cabin","S","3","SCAH",84
434,"0","3","Mr","male",17,0,0,7.125,"no_cabin","S","2","STONO",51
435,"0","1","Mr","male",50,1,0,55.9,"E","S","1","no_prefix",50
436,"1","1","Miss","female",14,1,2,120,"B","S","1","no_prefix",14
437,"0","3","Miss","female",21,2,2,34.375,"no_cabin","S","3","WC",63
438,"1","2","Mrs","female",24,2,3,18.75,"no_cabin","S","2","no_prefix",48
439,"0","1","Mr","male",64,1,4,263,"C","S","1","no_prefix",64
440,"0","2","Mr","male",31,0,0,10.5,"no_cabin","S","1","CA",62
441,"1","2","Mrs","female",45,1,1,26.25,"no_cabin","S","1","FCC",90
442,"0","3","Mr","male",20,0,0,9.5,"no_cabin","S","3","no_prefix",60
443,"0","3","Mr","male",25,1,0,7.775,"no_cabin","S","3","no_prefix",75
444,"1","2","Ms","female",28,0,0,13,"no_cabin","S","2","no_prefix",56
445,"1","3","Mr","male",24.5,0,0,8.1125,"no_cabin","S","3","no_prefix",73.5
446,"1","1","Master","male",4,0,2,81.8583,"A","S","3","no_prefix",4
447,"1","2","Miss","female",13,0,1,19.5,"no_cabin","S","2","no_prefix",26
448,"1","1","Mr","male",34,0,0,26.55,"no_cabin","S","1","no_prefix",34
449,"1","3","Miss","female",5,2,1,19.2583,"no_cabin","C","2","no_prefix",15
450,"1","1","Major","male",52,0,0,30.5,"C","S","1","no_prefix",52
451,"0","2","Mr","male",36,1,2,27.75,"no_cabin","S","3","CA",72
452,"0","3","Mr","male",36,1,0,19.9667,"no_cabin","S","3","no_prefix",108
453,"0","1","Mr","male",30,0,0,27.75,"C","C","1","no_prefix",30
454,"1","1","Mr","male",49,1,0,89.1042,"C","C","1","no_prefix",49
455,"0","3","Mr","male",20.5,0,0,8.05,"no_cabin","S","5","A",61.5
456,"1","3","Mr","male",29,0,0,7.8958,"no_cabin","C","3","no_prefix",87
457,"0","1","Mr","male",65,0,0,26.55,"E","S","1","no_prefix",65
458,"1","1","Mrs","female",39,1,0,51.8625,"D","S","1","no_prefix",39
459,"1","2","Miss","female",50,0,0,10.5,"no_cabin","S","1","FCC",100
460,"0","3","Mr","male",31,0,0,7.75,"no_cabin","Q","3","no_prefix",93
461,"1","1","Mr","male",48,0,0,26.55,"E","S","1","no_prefix",48
462,"0","3","Mr","male",34,0,0,8.05,"no_cabin","S","3","no_prefix",102
463,"0","1","Mr","male",47,0,0,38.5,"E","S","1","no_prefix",47
464,"0","2","Mr","male",48,0,0,13,"no_cabin","S","2","no_prefix",96
465,"0","3","Mr","male",32,0,0,8.05,"no_cabin","S","2","AS",96
466,"0","3","Mr","male",38,0,0,7.05,"no_cabin","S","3","SOTONOQ",114
467,"0","2","Mr","male",19,0,0,0,"no_cabin","S","2","no_prefix",38
468,"0","1","Mr","male",56,0,0,26.55,"no_cabin","S","1","no_prefix",56
469,"0","3","Mr","male",42,0,0,7.725,"no_cabin","Q","3","no_prefix",126
470,"1","3","Miss","female",0.75,2,1,19.2583,"no_cabin","C","2","no_prefix",2.25
471,"0","3","Mr","male",39,0,0,7.25,"no_cabin","S","3","no_prefix",117
472,"0","3","Mr","male",38,0,0,8.6625,"no_cabin","S","3","no_prefix",114
473,"1","2","Mrs","female",33,1,2,27.75,"no_cabin","S","3","CA",66
474,"1","2","Mrs","female",23,0,0,13.7917,"D","C","5","SCAHBasle",46
475,"0","3","Miss","female",22,0,0,9.8375,"no_cabin","S","7","no_prefix",66
476,"0","1","Mr","male",40,0,0,52,"A","S","1","no_prefix",40
477,"0","2","Mr","male",34,1,0,21,"no_cabin","S","3","no_prefix",68
478,"0","3","Mr","male",29,1,0,7.0458,"no_cabin","S","3","no_prefix",87
479,"0","3","Mr","male",22,0,0,7.5208,"no_cabin","S","3","no_prefix",66
480,"1","3","Miss","female",2,0,1,12.2875,"no_cabin","S","3","no_prefix",6
481,"0","3","Master","male",9,5,2,46.9,"no_cabin","S","2","CA",27
482,"0","2","Mr","male",49,0,0,0,"no_cabin","S","2","no_prefix",98
483,"0","3","Mr","male",50,0,0,8.05,"no_cabin","S","5","A",150
484,"1","3","Mrs","female",63,0,0,9.5875,"no_cabin","S","4","no_prefix",189
485,"1","1","Mr","male",25,1,0,91.0792,"B","C","1","no_prefix",25
486,"0","3","Miss","female",4,3,1,25.4667,"no_cabin","S","4","no_prefix",12
487,"1","1","Mrs","female",35,1,0,90,"C","S","1","no_prefix",35
488,"0","1","Mr","male",58,0,0,29.7,"B","C","1","no_prefix",58
489,"0","3","Mr","male",30,0,0,8.05,"no_cabin","S","5","A",90
490,"1","3","Master","male",9,1,1,15.9,"no_cabin","S","3","CA",27
491,"0","3","Mr","male",36,1,0,19.9667,"no_cabin","S","3","no_prefix",108
492,"0","3","Mr","male",21,0,0,7.25,"no_cabin","S","3","SOTONOQ",63
493,"0","1","Mr","male",55,0,0,30.5,"C","S","1","no_prefix",55
494,"0","1","Mr","male",71,0,0,49.5042,"no_cabin","C","1","PC",71
495,"0","3","Mr","male",21,0,0,8.05,"no_cabin","S","4","A",63
496,"0","3","Mr","male",32,0,0,14.4583,"no_cabin","C","2","no_prefix",96
497,"1","1","Miss","female",54,1,0,78.2667,"D","C","3","no_prefix",54
498,"0","3","Mr","male",29,0,0,15.1,"no_cabin","S","3","CA",87
499,"0","1","Mrs","female",25,1,2,151.55,"C","S","1","no_prefix",25
500,"0","3","Mr","male",24,0,0,7.7958,"no_cabin","S","3","no_prefix",72
501,"0","3","Mr","male",17,0,0,8.6625,"no_cabin","S","3","no_prefix",51
502,"0","3","Miss","female",21,0,0,7.75,"no_cabin","Q","3","no_prefix",63
503,"0","3","Miss","female",21,0,0,7.6292,"no_cabin","Q","3","no_prefix",63
504,"0","3","Miss","female",37,0,0,9.5875,"no_cabin","S","4","no_prefix",111
505,"1","1","Miss","female",16,0,0,86.5,"B","S","1","no_prefix",16
506,"0","1","Mr","male",18,1,0,108.9,"C","C","1","PC",18
507,"1","2","Mrs","female",33,0,2,26,"no_cabin","S","2","no_prefix",66
508,"1","1","Mr","male",45,0,0,26.55,"no_cabin","S","1","no_prefix",45
509,"0","3","Mr","male",28,0,0,22.525,"no_cabin","S","4","C",84
510,"1","3","Mr","male",26,0,0,56.4958,"no_cabin","S","1","no_prefix",78
511,"1","3","Mr","male",29,0,0,7.75,"no_cabin","Q","3","no_prefix",87
512,"0","3","Mr","male",26,0,0,8.05,"no_cabin","S","3","SOTONOQ",78
513,"1","1","Mr","male",36,0,0,26.2875,"E","S","1","PC",36
514,"1","1","Mrs","female",54,1,0,59.4,"no_cabin","C","1","PC",54
515,"0","3","Mr","male",24,0,0,7.4958,"no_cabin","S","3","no_prefix",72
516,"0","1","Mr","male",47,0,0,34.0208,"D","S","3","no_prefix",47
517,"1","2","Mrs","female",34,0,0,10.5,"F","S","3","CA",68
518,"0","3","Mr","male",16,0,0,24.15,"no_cabin","Q","3","no_prefix",48
519,"1","2","Mrs","female",36,1,0,26,"no_cabin","S","2","no_prefix",72
520,"0","3","Mr","male",32,0,0,7.8958,"no_cabin","S","3","no_prefix",96
521,"1","1","Miss","female",30,0,0,93.5,"B","S","1","no_prefix",30
522,"0","3","Mr","male",22,0,0,7.8958,"no_cabin","S","3","no_prefix",66
523,"0","3","Mr","male",40,0,0,7.225,"no_cabin","C","2","no_prefix",120
524,"1","1","Mrs","female",44,0,1,57.9792,"B","C","1","no_prefix",44
525,"0","3","Mr","male",29,0,0,7.2292,"no_cabin","C","2","no_prefix",87
526,"0","3","Mr","male",40.5,0,0,7.75,"no_cabin","Q","3","no_prefix",121.5
527,"1","2","Miss","female",50,0,0,10.5,"no_cabin","S","1","WC",100
528,"0","1","Mr","male",47,0,0,221.7792,"C","S","1","PC",47
529,"0","3","Mr","male",39,0,0,7.925,"no_cabin","S","3","no_prefix",117
530,"0","2","Mr","male",23,2,1,11.5,"no_cabin","S","2","no_prefix",46
531,"1","2","Miss","female",2,1,1,26,"no_cabin","S","2","no_prefix",4
532,"0","3","Mr","male",23.5,0,0,7.2292,"no_cabin","C","2","no_prefix",70.5
533,"0","3","Mr","male",17,1,1,7.2292,"no_cabin","C","2","no_prefix",51
534,"1","3","Mrs","female",24,0,2,22.3583,"no_cabin","C","2","no_prefix",72
535,"0","3","Miss","female",30,0,0,8.6625,"no_cabin","S","3","no_prefix",90
536,"1","2","Miss","female",7,0,2,26.25,"no_cabin","S","1","FCC",14
537,"0","1","Major","male",45,0,0,26.55,"B","S","1","no_prefix",45
538,"1","1","Miss","female",30,0,0,106.425,"no_cabin","C","1","PC",30
539,"0","3","Mr","male",34,0,0,14.5,"no_cabin","S","3","no_prefix",102
540,"1","1","Miss","female",22,0,2,49.5,"B","C","1","no_prefix",22
541,"1","1","Miss","female",36,0,2,71,"B","S","5","WEP",36
542,"0","3","Miss","female",9,4,2,31.275,"no_cabin","S","3","no_prefix",27
543,"0","3","Miss","female",11,4,2,31.275,"no_cabin","S","3","no_prefix",33
544,"1","2","Mr","male",32,1,0,26,"no_cabin","S","2","no_prefix",64
545,"0","1","Mr","male",50,1,0,106.425,"C","C","1","PC",50
546,"0","1","Mr","male",64,0,0,26,"no_cabin","S","3","no_prefix",64
547,"1","2","Mrs","female",19,1,0,26,"no_cabin","S","2","no_prefix",38
548,"1","2","Mr","male",36,0,0,13.8625,"no_cabin","C","2","SCPARIS",72
549,"0","3","Mr","male",33,1,1,20.525,"no_cabin","S","3","no_prefix",99
550,"1","2","Master","male",8,1,1,36.75,"no_cabin","S","3","CA",16
551,"1","1","Mr","male",17,0,2,110.8833,"C","C","1","no_prefix",17
552,"0","2","Mr","male",27,0,0,26,"no_cabin","S","2","no_prefix",54
553,"0","3","Mr","male",32,0,0,7.8292,"no_cabin","Q","3","no_prefix",96
554,"1","3","Mr","male",22,0,0,7.225,"no_cabin","C","2","no_prefix",66
555,"1","3","Miss","female",22,0,0,7.775,"no_cabin","S","3","no_prefix",66
556,"0","1","Mr","male",62,0,0,26.55,"no_cabin","S","1","no_prefix",62
557,"1","1","Lady","female",48,1,0,39.6,"A","C","1","no_prefix",48
558,"0","1","Mr","male",24,0,0,227.525,"no_cabin","C","1","PC",24
559,"1","1","Mrs","female",39,1,1,79.65,"E","S","1","no_prefix",39
560,"1","3","Mrs","female",36,1,0,17.4,"no_cabin","S","3","no_prefix",108
561,"0","3","Mr","male",23,0,0,7.75,"no_cabin","Q","3","no_prefix",69
562,"0","3","Mr","male",40,0,0,7.8958,"no_cabin","S","3","no_prefix",120
563,"0","2","Mr","male",28,0,0,13.5,"no_cabin","S","2","no_prefix",56
564,"0","3","Mr","male",26,0,0,8.05,"no_cabin","S","3","SOTONOQ",78
565,"0","3","Miss","female",45,0,0,8.05,"no_cabin","S","3","SOTONOQ",135
566,"0","3","Mr","male",24,2,0,24.15,"no_cabin","S","4","A",72
567,"0","3","Mr","male",19,0,0,7.8958,"no_cabin","S","3","no_prefix",57
568,"0","3","Mrs","female",29,0,4,21.075,"no_cabin","S","3","no_prefix",87
569,"0","3","Mr","male",23.5,0,0,7.2292,"no_cabin","C","2","no_prefix",70.5
570,"1","3","Mr","male",32,0,0,7.8542,"no_cabin","S","3","no_prefix",96
571,"1","2","Mr","male",62,0,0,10.5,"no_cabin","S","7","SWPP",124
572,"1","1","Mrs","female",53,2,0,51.4792,"C","S","1","no_prefix",53
573,"1","1","Mr","male",36,0,0,26.3875,"E","S","1","PC",36
574,"1","3","Miss","female",15,0,0,7.75,"no_cabin","Q","1","no_prefix",45
575,"0","3","Mr","male",16,0,0,8.05,"no_cabin","S","4","A",48
576,"0","3","Mr","male",19,0,0,14.5,"no_cabin","S","3","no_prefix",57
577,"1","2","Miss","female",34,0,0,13,"no_cabin","S","2","no_prefix",68
578,"1","1","Mrs","female",39,1,0,55.9,"E","S","1","no_prefix",39
579,"0","3","Mrs","female",40,1,0,14.4583,"no_cabin","C","2","no_prefix",120
580,"1","3","Mr","male",32,0,0,7.925,"no_cabin","S","2","STONO",96
581,"1","2","Miss","female",25,1,1,30,"no_cabin","S","2","no_prefix",50
582,"1","1","Mrs","female",39,1,1,110.8833,"C","C","1","no_prefix",39
583,"0","2","Mr","male",54,0,0,26,"no_cabin","S","2","no_prefix",108
584,"0","1","Mr","male",36,0,0,40.125,"A","C","1","no_prefix",36
585,"0","3","Mr","male",38,0,0,8.7125,"no_cabin","C","3","no_prefix",114
586,"1","1","Miss","female",18,0,2,79.65,"E","S","1","no_prefix",18
587,"0","2","Mr","male",47,0,0,15,"no_cabin","S","2","no_prefix",94
588,"1","1","Mr","male",60,1,1,79.2,"B","C","1","no_prefix",60
589,"0","3","Mr","male",22,0,0,8.05,"no_cabin","S","1","no_prefix",66
590,"0","3","Mr","male",19,0,0,8.05,"no_cabin","S","5","A",57
591,"0","3","Mr","male",35,0,0,7.125,"no_cabin","S","2","STONO",105
592,"1","1","Mrs","female",52,1,0,78.2667,"D","C","3","no_prefix",52
593,"0","3","Mr","male",47,0,0,7.25,"no_cabin","S","5","A",141
594,"0","3","Miss","female",2,0,2,7.75,"no_cabin","Q","3","no_prefix",6
595,"0","2","Mr","male",37,1,0,26,"no_cabin","S","2","SCAH",74
596,"0","3","Mr","male",36,1,1,24.15,"no_cabin","S","3","no_prefix",108
597,"1","2","Miss","female",15,0,0,33,"no_cabin","S","2","no_prefix",30
598,"0","3","Mr","male",49,0,0,0,"no_cabin","S","3","LINE",147
599,"0","3","Mr","male",30,0,0,7.225,"no_cabin","C","2","no_prefix",90
600,"1","1","Sir","male",49,1,0,56.9292,"A","C","1","PC",49
601,"1","2","Mrs","female",24,2,1,27,"no_cabin","S","2","no_prefix",48
602,"0","3","Mr","male",32,0,0,7.8958,"no_cabin","S","3","no_prefix",96
603,"0","1","Mr","male",35,0,0,42.4,"no_cabin","S","1","no_prefix",35
604,"0","3","Mr","male",44,0,0,8.05,"no_cabin","S","3","no_prefix",132
605,"1","1","Mr","male",35,0,0,26.55,"no_cabin","C","1","no_prefix",35
606,"0","3","Mr","male",36,1,0,15.55,"no_cabin","S","3","no_prefix",108
607,"0","3","Mr","male",30,0,0,7.8958,"no_cabin","S","3","no_prefix",90
608,"1","1","Mr","male",27,0,0,30.5,"no_cabin","S","1","no_prefix",27
609,"1","2","Mrs","female",22,1,2,41.5792,"no_cabin","C","2","SCParis",44
610,"1","1","Miss","female",40,0,0,153.4625,"C","S","1","PC",40
611,"0","3","Mrs","female",39,1,5,31.275,"no_cabin","S","3","no_prefix",117
612,"0","3","Mr","male",25,0,0,7.05,"no_cabin","S","3","SOTONOQ",75
613,"1","3","Miss","female",14,1,0,15.5,"no_cabin","Q","3","no_prefix",42
614,"0","3","Mr","male",70.5,0,0,7.75,"no_cabin","Q","3","no_prefix",211.5
615,"0","3","Mr","male",35,0,0,8.05,"no_cabin","S","3","no_prefix",105
616,"1","2","Miss","female",24,1,2,65,"no_cabin","S","2","no_prefix",48
617,"0","3","Mr","male",34,1,1,14.4,"no_cabin","S","3","no_prefix",102
618,"0","3","Mrs","female",26,1,0,16.1,"no_cabin","S","5","A",78
619,"1","2","Miss","female",4,2,1,39,"F","S","2","no_prefix",8
620,"0","2","Mr","male",26,0,0,10.5,"no_cabin","S","3","no_prefix",52
621,"0","3","Mr","male",27,1,0,14.4542,"no_cabin","C","2","no_prefix",81
622,"1","1","Mr","male",42,1,0,52.5542,"D","S","1","no_prefix",42
623,"1","3","Mr","male",20,1,1,15.7417,"no_cabin","C","2","no_prefix",60
624,"0","3","Mr","male",21,0,0,7.8542,"no_cabin","S","3","no_prefix",63
625,"0","3","Mr","male",21,0,0,16.1,"no_cabin","S","5","no_prefix",63
626,"0","1","Mr","male",61,0,0,32.3208,"D","S","3","no_prefix",61
627,"0","2","Rev","male",57,0,0,12.35,"no_cabin","Q","2","no_prefix",114
628,"1","1","Miss","female",21,0,0,77.9583,"D","S","1","no_prefix",21
629,"0","3","Mr","male",26,0,0,7.8958,"no_cabin","S","3","no_prefix",78
630,"0","3","Mr","male",25,0,0,7.7333,"no_cabin","Q","3","no_prefix",75
631,"1","1","Mr","male",80,0,0,30,"A","S","2","no_prefix",80
632,"0","3","Mr","male",51,0,0,7.0542,"no_cabin","S","3","no_prefix",153
633,"1","1","Dr","male",32,0,0,30.5,"B","C","1","no_prefix",32
634,"0","1","Mr","male",25,0,0,0,"no_cabin","S","1","no_prefix",25
635,"0","3","Miss","female",9,3,2,27.9,"no_cabin","S","3","no_prefix",27
636,"1","2","Miss","female",28,0,0,13,"no_cabin","S","2","no_prefix",56
637,"0","3","Mr","male",32,0,0,7.925,"no_cabin","S","2","STONO",96
638,"0","2","Mr","male",31,1,1,26.25,"no_cabin","S","3","CA",62
639,"0","3","Mrs","female",41,0,5,39.6875,"no_cabin","S","3","no_prefix",123
640,"0","3","Mr","male",24,1,0,16.1,"no_cabin","S","3","no_prefix",72
641,"0","3","Mr","male",20,0,0,7.8542,"no_cabin","S","3","no_prefix",60
642,"1","1","Mlle","female",24,0,0,69.3,"B","C","1","PC",24
643,"0","3","Miss","female",2,3,2,27.9,"no_cabin","S","3","no_prefix",6
644,"1","3","Mr","male",16,0,0,56.4958,"no_cabin","S","1","no_prefix",48
645,"1","3","Miss","female",0.75,2,1,19.2583,"no_cabin","C","2","no_prefix",2.25
646,"1","1","Mr","male",48,1,0,76.7292,"D","C","1","PC",48
647,"0","3","Mr","male",19,0,0,7.8958,"no_cabin","S","3","no_prefix",57
648,"1","1","Col","male",56,0,0,35.5,"A","C","1","no_prefix",56
649,"0","3","Mr","male",30,0,0,7.55,"no_cabin","S","7","SOPP",90
650,"1","3","Miss","female",23,0,0,7.55,"no_cabin","S","2","CA",69
651,"0","3","Mr","male",30,0,0,7.8958,"no_cabin","S","3","no_prefix",90
652,"1","2","Miss","female",18,0,1,23,"no_cabin","S","2","no_prefix",36
653,"0","3","Mr","male",21,0,0,8.4333,"no_cabin","S","8","no_prefix",63
654,"1","3","Miss","female",24,0,0,7.8292,"no_cabin","Q","3","no_prefix",72
655,"0","3","Miss","female",18,0,0,6.75,"no_cabin","Q","3","no_prefix",54
656,"0","2","Mr","male",24,2,0,73.5,"no_cabin","S","1","SOC",48
657,"0","3","Mr","male",32,0,0,7.8958,"no_cabin","S","3","no_prefix",96
658,"0","3","Mrs","female",32,1,1,15.5,"no_cabin","Q","3","no_prefix",96
659,"0","2","Mr","male",23,0,0,13,"no_cabin","S","2","no_prefix",46
660,"0","1","Mr","male",58,0,2,113.275,"D","C","3","no_prefix",58
661,"1","1","Dr","male",50,2,0,133.65,"no_cabin","S","1","PC",50
662,"0","3","Mr","male",40,0,0,7.225,"no_cabin","C","2","no_prefix",120
663,"0","1","Mr","male",47,0,0,25.5875,"E","S","5","no_prefix",47
664,"0","3","Mr","male",36,0,0,7.4958,"no_cabin","S","3","no_prefix",108
665,"1","3","Mr","male",20,1,0,7.925,"no_cabin","S","2","STONO",60
666,"0","2","Mr","male",32,2,0,73.5,"no_cabin","S","1","SOC",64
667,"0","2","Mr","male",25,0,0,13,"no_cabin","S","2","no_prefix",50
668,"0","3","Mr","male",29,0,0,7.775,"no_cabin","S","3","no_prefix",87
669,"0","3","Mr","male",43,0,0,8.05,"no_cabin","S","5","A",129
670,"1","1","Mrs","female",22,1,0,52,"C","S","1","no_prefix",22
671,"1","2","Mrs","female",40,1,1,39,"no_cabin","S","2","no_prefix",80
672,"0","1","Mr","male",31,1,0,52,"B","S","1","FC",31
673,"0","2","Mr","male",70,0,0,10.5,"no_cabin","S","2","CA",140
674,"1","2","Mr","male",31,0,0,13,"no_cabin","S","2","no_prefix",62
675,"0","2","Mr","male",31,0,0,0,"no_cabin","S","2","no_prefix",62
676,"0","3","Mr","male",18,0,0,7.775,"no_cabin","S","3","no_prefix",54
677,"0","3","Mr","male",24.5,0,0,8.05,"no_cabin","S","3","no_prefix",73.5
678,"1","3","Miss","female",18,0,0,9.8417,"no_cabin","S","4","no_prefix",54
679,"0","3","Mrs","female",43,1,6,46.9,"no_cabin","S","2","CA",129
680,"1","1","Mr","male",36,0,1,512.3292,"B","C","1","PC",36
681,"0","3","Miss","female",30,0,0,8.1375,"no_cabin","Q","3","no_prefix",90
